urba_club_id,nombre_institucion,nombre_equipo,sufijo,categoria,divisiones,anios,veces,g22_club_id,g22_nombre,g22_union,estado,confianza
42,Centro Naval,Centro Naval,,intermedia,PRIMERA C - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,centro-naval,Centro Naval,urba,existe,exacto
11,Champagnat,Champagnat,,intermedia,Primera A - Intermedia | TOP 12 - Intermedia | TOP 14 - Intermedia,2022 2023 2024 2025 2026,5,club-champagnat,Club Champagnat,urba,existe,exacto
54,Ciudad de Bs.As.,Ciudad de Bs.As.,,intermedia,PRIMERA C - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,ciudad-de-buenos-aires,Ciudad de Buenos Aires,urba,existe,exacto
76,Ciudad de Campana,Ciudad De Campana,,intermedia,TERCERA - Intermedia | Tercera - Intermedia,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
2,CUBA,CUBA,,intermedia,TOP 12 - Intermedia | TOP 14 - Intermedia | Top 12 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona A - Segunda Rueda | Top 13 - Intermedia - Clasificación | Top 13 - Intermedia - Semifinal,2021 2022 2023 2024 2025 2026,8,cuba,CUBA,urba,existe,exacto
24,Curupayti,Curupayti,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia,2022 2023 2024 2025 2026,5,curupayti,Curupaytí,urba,existe,exacto
52,Daom,Daom,,intermedia,PRIMERA C - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,club-daom,Club Daom,urba,existe,exacto
84,Defensores de Glew,Defensores de Glew,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final A,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
44,Del Sur,Del Sur,,intermedia,PRIMERA C - Intermedia | Primera C - Intermedia | Segunda - Intermedia,2022 2023 2024 2025 2026,5,asoc-del-sur,Asoc. Del Sur,urba,existe,exacto
33,Delta,Delta,,intermedia,PRIMERA B - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,delta-r-c,Delta R.C.,urba,existe,exacto
17,Deportiva Francesa,Deportiva Francesa,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia,2022 2023 2024 2025 2026,5,deportiva-francesa,Deportiva Francesa,urba,existe,exacto
37,Don Bosco,Don Bosco,,intermedia,PRIMERA B - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,don-bosco,Don Bosco,urba,existe,exacto
48,El Retiro,El Retiro,,intermedia,Primera C - Intermedia | SEGUNDA - Intermedia,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
86,Ezeiza,Ezeiza,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Tercera - Intermedia,2021 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
87,Floresta,Floresta,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final A,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
59,G y E de Ituzaingo,G y E de Ituzaingo,,intermedia,Segunda - Intermedia | TERCERA - Intermedia | Tercera - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
30,Gimnasia y Esgrima,Gimnasia y Esgrima Bs. As,,intermedia,PRIMERA A - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,gimnasia-y-esgrima-de-rosario / gimnasia-y-esgrima-de-pergamino,Gimnasia y Esgrima de Rosario / Gimnasia y Esgrima de Pergamino,a37639f8-197c-44c6-a095-2f16f40d7b04 / a37639f8-197c-44c6-a095-2f16f40d7b04,ambiguo,parcial
6,Hindú,Hindú,,intermedia,TOP 12 - Intermedia | TOP 14 - Intermedia | Top 12 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona B - Segunda Rueda | Top 13 - Intermedia - Clasificación | Top 13 - Intermedia - Final | Top 13 - Intermedia - Semifinal,2021 2022 2023 2024 2025 2026,9,hindu-club,Hindú Club,urba,existe,exacto
19,Hurling,Hurling,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,hurling,Hurling,urba,existe,exacto
28,Italiano,Italiano,,intermedia,PRIMERA B - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,club-italiano,Club Italiano,urba,existe,exacto
13,La Plata,La Plata,,intermedia,Primera A - Intermedia | TOP 12 - Intermedia | TOP 14 - Intermedia | Top 12 - Intermedia,2022 2023 2024 2025 2026,5,la-plata,La Plata,urba,existe,exacto
64,La Salle,La Salle,,intermedia,SEGUNDA - Intermedia | Segunda - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
51,Lanus,Lanus,,intermedia,PRIMERA C - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,lanus-r-c,Lanús R.C.,urba,existe,exacto
73,Las Cañas,Las Cañas,,intermedia,SEGUNDA - Intermedia | Segunda - Intermedia | Tercera - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
36,Liceo Militar,Liceo Militar,,intermedia,PRIMERA B - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,liceo-militar,Liceo Militar,urba,existe,exacto
38,Liceo Naval,Liceo Naval,,intermedia,PRIMERA B - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,liceo-naval,Liceo Naval,urba,existe,exacto
15,Lomas Athletic,Lomas Athletic,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia,2022 2023 2024 2025 2026,5,lomas-athletic,Lomas Athletic,urba,existe,exacto
78,Los Cedros,Los Cedros,,intermedia,Segunda - Intermedia | TERCERA - Intermedia | Tercera - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
23,Los Matreros,Los Matreros,,intermedia,Primera A - Intermedia | TOP 14 - Intermedia,2022 2023 2024 2025 2026,5,los-matreros,Los Matreros,urba,existe,exacto
65,Los Molinos,Los Molinos,,intermedia,PRIMERA C - Intermedia | Segunda - Intermedia | Tercera - Intermedia,2021 2022 2023 2024 2025 2026,6,los-molinos,Los Molinos,urba,existe,exacto
79,Los Pinos,Los Pinos,,intermedia,SEGUNDA - Intermedia | Tercera - Intermedia,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
26,Los Tilos,Los Tilos,,intermedia,Primera A - Intermedia | TOP 12 - Intermedia | TOP 14 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona A - Segunda Rueda | Top 13 - Intermedia - Clasificación,2021 2022 2023 2024 2025 2026,7,los-tilos,Los Tilos,urba,existe,exacto
50,Lujan,Lujan,,intermedia,PRIMERA C - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,lujan-r-c,Lujan R.C.,urba,existe,exacto
34,Manuel Belgrano,Manuel Belgrano,,intermedia,PRIMERA B - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,manuel-belgrano,Manuel Belgrano,urba,existe,exacto
82,Marcos Paz,Marcos Paz,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final A,2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
39,Mariano Moreno,Mariano Moreno,,intermedia,PRIMERA B - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2022 2023 2024 2025 2026,5,mariano-moreno,Mariano Moreno,urba,existe,exacto
47,Mercedes,Mercedes,,intermedia,Primera C - Intermedia | SEGUNDA - Intermedia | Segunda - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
41,Monte Grande,Monte Grande,,intermedia,PRIMERA B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,monte-grande,Monte Grande,urba,existe,exacto
91,Municipalidad de Berazategui,Municipalidad De Berazategui,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final A,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
9,Newman,Newman,,intermedia,TOP 12 - Intermedia | TOP 14 - Intermedia | Top 12 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona B - Segunda Rueda | Top 13 - Intermedia - Clasificación | Top 13 - Intermedia - Semifinal,2021 2022 2023 2024 2025 2026,8,club-newman,Club Newman,urba,existe,exacto
90,Obras Sanitarias,Obras Sanitarias,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final B,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
66,Old Georgian,Old Georgian,,intermedia,Primera C - Intermedia | SEGUNDA - Intermedia | Segunda - Intermedia,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
22,Olivos,Olivos,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia,2022 2023 2024 2025 2026,5,olivos-r-c,Olivos R.C.,urba,existe,exacto
85,Pac General Rodriguez,Pac General Rodriguez,,intermedia,Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final B | TERCERA - Intermedia | Tercera - Intermedia,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
70,Porteño,Porteño,,intermedia,TERCERA - Intermedia | Tercera - Intermedia,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
16,Pucara,Pucara,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia | Top 12 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona B - Segunda Rueda | Top 13 - Intermedia - Clasificación,2021 2022 2023 2024 2025 2026,7,club-pucara,Club Pucará,urba,existe,exacto
25,Pueyrredon,Pueyrredon,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia,2022 2023 2024 2025 2026,5,pueyrredon,Pueyrredón,urba,existe,exacto
4,Regatas Bella Vista,Regatas Bella Vista,,intermedia,Primera A - Intermedia | TOP 12 - Intermedia | TOP 14 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona B - Segunda Rueda | Top 13 - Intermedia - Clasificación,2021 2022 2023 2024 2025 2026,7,regatas-de-bella-vista,Regatas de Bella Vista,urba,existe,exacto
88,Rivadavia de Lobos,Rivadavia de Lobos,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final B,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
14,San Albano,San Albano,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,8,san-albano,San Albano,urba,existe,exacto
31,San Andres,San Andres,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2024 2025 2026,3,san-andres,San Andrés,urba,existe,exacto
35,San Carlos,San Carlos,,intermedia,PRIMERA C - Intermedia | Primera A - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2022 2023 2024 2025 2026,5,san-carlos,San Carlos,urba,existe,exacto
18,San Cirano,San Cirano,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,san-cirano,San Cirano,urba,existe,exacto
32,San Fernando,San Fernando,,intermedia,PRIMERA A - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,san-fernando,San Fernando,urba,existe,exacto
83,San Jose,San Jose,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Tercera - Intermedia,2022 2024 2025 2026,4,san-jose,San José,union-de-rugby-de-paraguay,existe,exacto
5,San Luis,San Luis,,intermedia,PRIMERA A - Intermedia | TOP 12 - Intermedia | Top 12 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona B - Segunda Rueda | Top 13 - Intermedia - Clasificación,2021 2022 2023 2024 2025 2026,7,san-luis,San Luis,urba,existe,exacto
57,San Marcos,San Marcos,,intermedia,SEGUNDA - Intermedia | Segunda - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
20,San Martin,San Martin,,intermedia,PRIMERA B - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,san-martin,San Martín,urba,existe,exacto
56,San Miguel,San Miguel,,intermedia,PRIMERA C - Intermedia | Segunda - Intermedia | Tercera - Intermedia,2022 2023 2024 2025 2026,5,san-miguel-r-c,San Miguel R.C.,urba,existe,exacto
21,San Patricio,San Patricio,,intermedia,PRIMERA B - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2022 2023 2024 2025 2026,5,club-san-patricio,Club San Patricio,urba,existe,exacto
1,SIC,SIC,,intermedia,TOP 12 - Intermedia | TOP 14 - Intermedia | Top 12 - Intermedia | Top 12 - Intermedia - Clasificación | Top 12 - Intermedia - Zona A - Segunda Rueda | Top 13 - Intermedia - Clasificación | Top 13 - Intermedia - Final | Top 13 - Intermedia - Semifinal,2021 2022 2023 2024 2025 2026,9,san-isidro-club,San Isidro Club,urba,existe,exacto
43,SITAS,SITAS,,intermedia,PRIMERA C - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,sitas,SITAS,urba,existe,exacto
81,Sociedad Hebraica,Sociedad Hebraica,,intermedia,DESARROLLO - Intermedia | Desarrollo - Intermedia | Desarrollo - Intermedia - Clasificación | Desarrollo - Intermedia - Torneo final B,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
58,St. Brendans,St. Brendans,,intermedia,PRIMERA C - Intermedia | Primera C - Intermedia | Segunda - Intermedia,2022 2023 2024 2025 2026,5,st-brendan-s,St. Brendan's,urba,existe,exacto
72,Tigre,Tigre,,intermedia,SEGUNDA - Intermedia | Segunda - Intermedia | Tercera - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
69,Tiro Federal de Baradero,Tiro Federal de Baradero,,intermedia,TERCERA - Intermedia | Tercera - Intermedia,2021 2022 2024 2025 2026,5,tiro-federal-salta,Tiro Federal Salta,4263f793-04d6-4dd9-9b43-b7e9823bf721,ambiguo,parcial
62,Tiro Federal de San Pedro,Tiro Federal de San Pedro,,intermedia,SEGUNDA - Intermedia | Segunda - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
29,Universitario de la Plata,Universitario de La Plata,,intermedia,PRIMERA A - Intermedia | Primera A - Intermedia | Primera B - Intermedia,2021 2022 2023 2024 2025 2026,6,universitario-de-la-plata,Universitario de La Plata,urba,existe,exacto
68,Varela Jr.,Varela Jr.,,intermedia,SEGUNDA - Intermedia | Segunda - Intermedia | Tercera - Intermedia,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
77,Vicente Lopez,Vicente Lopez,,intermedia,SEGUNDA - Intermedia | Tercera - Intermedia,2022 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
45,Vicentinos,Vicentinos,,intermedia,PRIMERA B - Intermedia | Primera B - Intermedia | Primera C - Intermedia,2021 2022 2023 2024 2025 2026,6,vicentinos,Vicentinos,urba,existe,exacto
55,Virreyes,Virreyes,,intermedia,PRIMERA C - Intermedia | Primera C - Intermedia | Segunda - Intermedia,2021 2022 2023 2024 2025 2026,6,virreyes-r-c,VIrreyes R.C.,urba,existe,exacto
61,Albatros,Albatros,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona B | Juveniles - Primera rueda - M15 - Grupo I - Zona A | Juveniles - Segunda Rueda - M15 - Grupo l - Ganadores | Juveniles - Segunda rueda - M 15 - Grupo I - Zona B | Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona A - Segunda Rueda | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C | Menores de 15 - Primera Rueda - G1 A,2022 2023 2024 2025 2026,9,,,,club_no_existe,ninguna
74,Almafuerte,Almafuerte,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona B | Juveniles - Primera rueda - M15 - Grupo I - Zona A | Juveniles - Segunda Rueda - M15 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 15 - Grupo I - Zona A | Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona C | Menores de 15 - Grupo 1 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G1 Formativa B,2021 2022 2023 2024 2025 2026,9,,,,club_no_existe,ninguna
12,Alumni,Alumni A,A,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A | Juveniles - Primera rueda - M15 - Grupo II - Zona A | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A | Menores de 15 - Grupo 2 - Zona A | Menores de 15 - Grupo 2 - Zona A - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 A,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
12,Alumni,Alumni B,B,M15,Juveniles - Primera rueda - M 15 - Nivel 1 - Grupo II - Zona A Eq B | Juveniles - Primera rueda - M15 - Grupo II - Zona A Equipos B | Juveniles - Segunda Rueda - M15 - Grupo ll - Ganadores A Equipos B | Juveniles - Segunda rueda - M 15 - Grupo II - Zona A eq B | Menores de 15 - Grupo 2 - Zona A - Equipos B | Menores de 15 - Grupo 2 - Zona A - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B - Primera Rueda | Menores de 15 - Grupo 2 - Zona B - Equipos B - Segunda Rueda | Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda | Menores de 15 - Primera Rueda - G2 NIVEL 1 A Eq B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
12,Alumni,Alumni C,C,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona A | Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo | Menores de 15 - Primera Rueda - G1 Formativa A,2025 2026,3,,,,falta,ninguna
12,Alumni,Alumni D,D,M15,Juveniles - Segunda rueda - M 15 - Grupo II - Zona Desarrollo eq B,2025,1,,,,falta,ninguna
46,Areco,Areco,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona A | Juveniles - Primera rueda - M15 - Grupo I - Zona B | Juveniles - Segunda Rueda - M15 - Grupo l - Ganadores | Juveniles - Segunda rueda - M 15 - Grupo I - Zona A | Menores de 15 - Grupo 1 - Formativa A - Segunda Rueda | Menores de 15 - Grupo 1 - Formativa B | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C - Primera Rueda | Menores de 15 - Primera Rueda - G1 B,2021 2022 2023 2024 2025 2026,10,,,,falta,ninguna
53,Argentino,Argentino,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona B | Juveniles - Primera rueda - M15 - Grupo I - Zona A | Juveniles - Segunda Rueda - M15 - Grupo l - Desarrollo | Juveniles - Segunda rueda - M 15 - Grupo I - Zona A | Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona A - Segunda Rueda | Menores de 15 - Grupo 1 - Zona B | Menores de 15 - Primera Rueda - G1 B,2021 2022 2023 2024 2025 2026,9,,,,falta,ninguna
53,Argentino,Argentino A,A,M15,Menores de 15 - Grupo 2 - Zona C - Segunda Rueda,2023,1,,,,falta,ninguna
53,Argentino,Argentino B,B,M15,Menores de 15 - Grupo 2 - Zona C - Equipos B - Segunda Rueda,2023,1,,,,falta,ninguna
67,Arsenal Zarate,Arsenal Zarate,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona A | Juveniles - Segunda rueda - M 15 - Grupo I - Zona B | Menores de 15 - Grupo 1 - Formativa B | Menores de 15 - Grupo 1 - Zona B - Segunda Rueda,2023 2025,4,,,,club_no_existe,ninguna
60,Atletico Chascomus,Atletico Chascomus,,M15,Juveniles - Primera rueda - M 15 - Grupo I - Zona B | Juveniles - Primera rueda - M15 - Grupo I - Zona A | Juveniles - Segunda Rueda - M15 - Grupo l - Ganadores | Juveniles - Segunda rueda - M 15 - Grupo I - Zona B | Menores de 15 - Grupo 1 - Zona A - Primera Rueda | Menores de 15 - Grupo 1 - Zona A - Segunda Rueda | Menores de 15 - Grupo 1 - Zona C,2021 2022 2023 2024 2025,8,,,,club_no_existe,ninguna
75,Atletico San Andres,Atletico San Andres,,M15,Menores de 15 - Grupo 1 - Formativa - Segunda Rueda | Menores de 15 - Grupo 1 - Formativa A,2022,2,,,,falta,ninguna
63,Atletico y Progreso,Atletico y Progreso,,M15,Juveniles - Primera rueda - M 15 - Formativa - Zona B | Juveniles - Primera rueda - M15 - Formativa B | Juveniles - Segunda Rueda - M15 - Formativa B | Juveniles - Segunda rueda - M 15 - Grupo I - Zona B | Menores de 15 - Grupo 1 - Formativa B | Menores de 15 - Grupo 1 - Formativa C - Segunda Rueda,2023 2024 2025,6,,,,club_no_existe,ninguna
